num_spheres=89,sphere_radius=0.1138,best_known_diameter=0.22753939547,num_samples=1000,dt=0.03,max_iter=2500,tol=1e-09,boundary_mode=stophit
################################################################################
sample_index,min_distance,avg_distance,excess
786,0.215409,0.621877,0.012131
787,0.203225,0.621037,0.024314
788,0.210456,0.618062,0.017084
789,0.211853,0.621605,0.015686
790,0.210466,0.623819,0.017074
791,0.200282,0.624980,0.027258
792,0.209915,0.619986,0.017625
793,0.211124,0.620632,0.016416
794,0.213956,0.620225,0.013584
795,0.209296,0.624148,0.018243
796,0.211968,0.617206,0.015571
797,0.213928,0.619964,0.013611
798,0.213227,0.621078,0.014312
799,0.213063,0.621202,0.014476
800,0.210001,0.622362,0.017539
801,0.211267,0.622040,0.016272
802,0.209986,0.620708,0.017554
803,0.212668,0.620431,0.014871
804,0.203887,0.624173,0.023652
805,0.202378,0.622841,0.025161
806,0.212962,0.613473,0.014577
807,0.213559,0.616785,0.013980
808,0.217791,0.621893,0.009748
809,0.208245,0.623122,0.019294
810,0.215426,0.619318,0.012114
811,0.212264,0.619024,0.015275
812,0.209021,0.618237,0.018519
813,0.216227,0.624035,0.011312
814,0.206665,0.621194,0.020874
815,0.207669,0.622309,0.019870
816,0.214327,0.625289,0.013212
817,0.210099,0.622726,0.017440
818,0.207662,0.625867,0.019877
819,0.209780,0.619538,0.017760
820,0.208379,0.619836,0.019160
821,0.213783,0.619715,0.013756
822,0.211576,0.623394,0.015963
823,0.208631,0.621607,0.018908
824,0.209618,0.616179,0.017921
825,0.212128,0.618912,0.015411
826,0.208157,0.623601,0.019383
827,0.209641,0.621562,0.017898
828,0.213363,0.624827,0.014176
829,0.211769,0.623869,0.015770
830,0.203685,0.611622,0.023855
831,0.212742,0.618528,0.014797
832,0.208975,0.620905,0.018564
833,0.204268,0.616992,0.023272
834,0.214026,0.622439,0.013513
835,0.212582,0.620137,0.014958
836,0.210402,0.620997,0.017138
837,0.213094,0.623575,0.014446
838,0.208034,0.620456,0.019506
839,0.212906,0.618024,0.014633
840,0.213832,0.622553,0.013707
841,0.213709,0.622867,0.013830
842,0.213596,0.622403,0.013944
843,0.210454,0.616862,0.017085
844,0.210930,0.621178,0.016609
845,0.210526,0.620299,0.017013
846,0.204931,0.621655,0.022609
847,0.210229,0.622237,0.017310
848,0.214915,0.622590,0.012624
849,0.207514,0.618033,0.020025
850,0.212949,0.618264,0.014590
851,0.205327,0.620274,0.022212
852,0.205902,0.619010,0.021637
853,0.211756,0.620583,0.015783
854,0.212613,0.621064,0.014926
855,0.213914,0.621801,0.013625
856,0.212476,0.620572,0.015063
857,0.205560,0.621808,0.021980
858,0.210033,0.618429,0.017506
859,0.212035,0.619257,0.015505
860,0.202457,0.617661,0.025082
861,0.213529,0.621876,0.014011
862,0.211413,0.617543,0.016126
863,0.211395,0.619270,0.016145
864,0.210379,0.621165,0.017161
865,0.214816,0.620643,0.012723
866,0.209818,0.621277,0.017722
867,0.209136,0.617650,0.018404
868,0.210288,0.621692,0.017251
869,0.206304,0.623660,0.021236
870,0.210876,0.624717,0.016663
871,0.211658,0.619314,0.015881
872,0.212535,0.620509,0.015004
873,0.210214,0.621120,0.017325
874,0.210312,0.620373,0.017227
875,0.212456,0.618030,0.015084
876,0.210100,0.623646,0.017439
877,0.213042,0.619694,0.014498
878,0.208875,0.623485,0.018664
879,0.207838,0.619621,0.019701
880,0.209315,0.618331,0.018225
881,0.211719,0.619635,0.015820
882,0.207974,0.616899,0.019565
883,0.210227,0.622820,0.017312
884,0.201769,0.619169,0.025771
885,0.211186,0.619611,0.016353
886,0.214430,0.619482,0.013109
887,0.214917,0.622846,0.012622
888,0.211178,0.619495,0.016361
889,0.208807,0.618561,0.018732
890,0.208965,0.623636,0.018574
891,0.204376,0.618142,0.023163
892,0.205363,0.621383,0.022177
893,0.213544,0.625506,0.013995
894,0.210655,0.620491,0.016885
895,0.199657,0.625864,0.027882
896,0.214933,0.618500,0.012606
897,0.209255,0.622889,0.018284
898,0.212834,0.616967,0.014706
899,0.204247,0.624553,0.023292
900,0.211229,0.623065,0.016311
901,0.212321,0.621892,0.015218
902,0.212405,0.613550,0.015134
903,0.213117,0.619859,0.014422
904,0.215303,0.620912,0.012237
905,0.210510,0.616894,0.017029
906,0.212751,0.621375,0.014789
907,0.211558,0.625078,0.015981
908,0.210556,0.622176,0.016984
909,0.211816,0.617794,0.015724
910,0.206599,0.621960,0.020941
911,0.209202,0.620341,0.018337
912,0.209545,0.622251,0.017995
913,0.207725,0.620559,0.019815
914,0.207365,0.621442,0.020174
915,0.211402,0.623851,0.016137
916,0.211467,0.620953,0.016073
917,0.209058,0.624018,0.018481
918,0.207070,0.620292,0.020469
919,0.209249,0.616006,0.018291
920,0.208521,0.618435,0.019018
921,0.209942,0.619334,0.017598
922,0.205941,0.624542,0.021599
923,0.210749,0.615748,0.016790
924,0.211882,0.622029,0.015657
925,0.210227,0.620851,0.017313
926,0.211230,0.622705,0.016310
927,0.215009,0.621757,0.012530
928,0.208143,0.620814,0.019396
929,0.215089,0.623923,0.012450
930,0.208353,0.618071,0.019186
931,0.209186,0.619939,0.018354
932,0.208695,0.620706,0.018844
933,0.212769,0.616817,0.014770
934,0.208397,0.618264,0.019142
935,0.213770,0.620190,0.013770
936,0.211172,0.623217,0.016368
937,0.209270,0.617550,0.018270
938,0.211452,0.618339,0.016087
939,0.210914,0.619698,0.016626
940,0.207715,0.623502,0.019825
941,0.213311,0.616485,0.014228
942,0.203396,0.617200,0.024143
943,0.211664,0.625047,0.015875
944,0.210861,0.622686,0.016678
945,0.207807,0.624674,0.019732
946,0.210159,0.619236,0.017380
947,0.210355,0.620161,0.017185
948,0.200984,0.620980,0.026555
949,0.209263,0.620322,0.018277
950,0.213464,0.623104,0.014076
951,0.208032,0.616446,0.019507
952,0.205854,0.626827,0.021685
953,0.211903,0.621839,0.015637
954,0.214602,0.617524,0.012937
955,0.212334,0.619051,0.015205
956,0.209215,0.617474,0.018325
957,0.212290,0.620283,0.015250
958,0.206069,0.625138,0.021470
959,0.210282,0.616296,0.017257
960,0.209096,0.617694,0.018443
961,0.208904,0.620450,0.018636
962,0.209600,0.616269,0.017940
963,0.213084,0.619883,0.014456
964,0.207854,0.619472,0.019685
965,0.213762,0.621121,0.013778
966,0.209324,0.622779,0.018216
967,0.207831,0.620885,0.019708
968,0.206130,0.621635,0.021409
969,0.212821,0.618830,0.014718
970,0.210097,0.621091,0.017442
971,0.217327,0.615535,0.010212
972,0.207286,0.624005,0.020253
973,0.204793,0.620378,0.022747
974,0.206677,0.620363,0.020863
975,0.208484,0.618365,0.019056
976,0.211616,0.618629,0.015924
977,0.214699,0.620637,0.012841
978,0.211714,0.622869,0.015826
979,0.211403,0.619624,0.016136
980,0.210757,0.619455,0.016783
981,0.215184,0.616354,0.012356
982,0.214848,0.621539,0.012691
983,0.215255,0.621662,0.012285
984,0.213968,0.620737,0.013571
985,0.212153,0.618857,0.015387
986,0.211623,0.620643,0.015917
987,0.212433,0.621620,0.015107
988,0.210002,0.618427,0.017537
989,0.209554,0.619403,0.017985
990,0.213391,0.620254,0.014149
991,0.215805,0.623967,0.011734
992,0.212889,0.620320,0.014651
993,0.213656,0.620524,0.013883
994,0.209682,0.622135,0.017857
995,0.210651,0.617815,0.016889
996,0.209283,0.621767,0.018257
997,0.208898,0.622527,0.018642
998,0.208230,0.625234,0.019310
999,0.214881,0.625788,0.012658
